208428,118
161584,19
243431,16
137138,96
43466,10
80368,19
153701,16
271832,96
109529,13
201904,19
124143,16
175565,16
25535,17
117831,29
280681,19
53861,102
64469,13
68851,19
256529,16
237644,41
203565,13
132274,19
279398,63
233848,42
65214,13
133175,16
18976,63
267426,16
267826,16
39819,16
65829,16
285936,48
7525,92
175862,10
289593,10
194132,49
118806,16
17705,118
217578,13
126793,16
17557,13
160015,16
276469,16
184432,76
99483,16
154814,19
165284,21
229020,16
97103,127
252785,98
105301,77
71391,16
248562,98
233905,16
271,116
65982,16
168120,10
291925,79
281982,58
109898,21
104428,27
174463,60
147887,29
50797,19
234479,13
25973,41
423,127
178606,16
2514,100
268768,13
216272,63
226120,46
47295,19
105597,20
200381,19
156104,13
84888,98
87756,58
125240,19
101908,16
180748,23
177167,48
223395,33
234220,133
215461,43
127694,19
7524,58
172582,46
200274,86
81814,120
151895,16
83266,41
291863,48
66744,16
246124,19
201960,19
161453,10
177111,19
11352,96
17339,19
167522,63
66135,17
89894,96
289428,19
157969,13
46265,48
225614,13
139222,23
202839,13
255569,19
130429,35
26926,129
192191,19
141206,147
78142,19
19851,23
75025,48
155069,10
171742,16
120638,69
50710,16
28138,16
31243,88
4641,79
204851,16
240015,74
103934,16
201699,48
122060,19
18878,16
232692,92
94563,16
270574,46
66939,19
32916,96
3700,13
251751,133
60330,16
29272,21
208323,19
41741,41
10277,17
70349,102
21290,29
187874,102
70310,16
82001,16
183236,43
212822,48
252011,10
141962,14
260620,21
27817,58
87,25
274089,48
293313,16
52299,13
132956,32
109284,29
97099,29
2164,21
255273,19
218238,96
124786,133
284539,140
95258,23
68814,19
17492,23
185492,16
164113,54
154327,13
20650,46
50377,129
110600,19
10075,16
248092,19
42611,70
129284,16
288695,98
230516,16
101724,16
72374,54
99211,100
167172,69
143652,19
6458,21
274031,16
281082,118
283268,127
261240,16
52212,10
234920,19
58543,96
67628,16
92649,129
148478,48
289322,32
66500,60
224838,118
81997,43
275794,96
273255,16
289381,32
42195,116
288236,133
28204,19
292733,16
220235,19
286868,21
135683,16
168752,16
167607,16
234435,13
89124,41
231915,16
158190,19
207061,21
220568,133
55606,13
212628,98
75137,16
4819,92
164954,14
168831,16
280669,19
269467,16
128667,10
56878,133
286545,19
193351,32
142896,32
256149,16
123378,16
234399,133
27580,41
236179,13
109511,48
202243,13
182870,10
287975,133
114278,56
221832,13
148335,69
17985,133
245244,120
55092,41
241433,20
125129,61
276474,13
84038,48
88926,16
171642,46
94067,21
36769,19
45741,17
21280,46
69643,133
203587,21
88478,16
39344,16
61930,10
187259,19
183894,16
237768,13
23590,19
274384,127
150106,32
210472,19
281971,19
5283,43
168973,92
182188,19
151713,54
255571,16
164510,19
282556,10
56437,10
187366,97
156500,35
279829,69
220161,13
273822,48
245136,19
75884,16
130000,123
122773,16
228708,19
173871,27
250077,16
83290,60
242343,19
183288,129
280102,20
103306,72
279690,16
183455,129
85848,32
252516,16
285614,133
256311,63
189454,41
250681,19
248051,13
281942,46
225016,13
285980,16
256200,46
124801,133
278849,19
273448,41
293964,16
115210,48
157453,54
176117,19
148754,41
1942,111
6225,29
239605,19
271540,19
220276,46
182159,21
16717,14
117095,16
140926,48
120482,1
124979,19
136164,96
150347,19
98868,10
4117,84
186824,13
170142,7
58325,16
282434,72
58723,96
156299,133
24141,48
229224,86
127628,16
150830,10
146322,19
237353,77
169422,16
31311,16
81324,104
122620,133
170774,16
258407,16
154629,16
31360,79
263236,16
182219,69
144491,19
42776,16
157812,19
100831,52
86370,16
40003,19
175014,19
32952,16
227799,138
123230,19
159398,133
19359,118
268309,10
33008,21
97017,19
221480,16
8693,19
295996,24
167562,129
202862,32
212887,16
35737,128
150551,21
16700,100
280235,10
246588,10
187634,19
17913,13
229842,35
123466,17
211896,13
208741,21
237542,19
165589,4
198044,16
66121,16
141997,96
127557,17
210393,120
94901,41
284337,16
40667,16
11348,16
167871,21
205240,21
293015,90
11358,35
163227,19
117326,16
59906,13
109547,19
233069,63
21967,19
169085,129
46761,29
258105,29
21557,27
295987,16
238698,13
55686,35
23241,21
41877,10
208677,124
270484,21
182692,16
281828,16
22640,69
280536,19
197473,120
64294,19
95154,19
61483,16
220884,98
275771,19
198702,92
270544,98
110717,21
4019,98
212340,133
135249,96
211720,41
266452,46
45647,46
74364,19
35781,16
256946,41
148293,19
268924,16
34418,23
139114,54
51927,19
249865,96
135038,71
67466,32
124528,19
101532,16
97135,27
171180,19
174345,74
3636,16
68946,50
239528,133
226758,23
99025,16
76406,16
236191,98
19183,111
199328,19
279013,4
226664,20
294424,133
133025,19
116182,48
56730,54
180583,86
223123,96
111902,13
193169,54
72110,19
265228,16
173132,60
78636,33
167617,16
92987,60
30500,19
108568,74
134947,133
21669,43
27290,16
107735,16
102728,10
232102,2
113512,13
86691,16
181711,29
58944,4
162753,19
100009,133
106003,16
139000,133
253197,129
9190,19
136979,29
60625,116
15298,10
73258,19
107050,16
170851,133
205252,16
248493,10
244116,96
41024,21
86035,124
28360,102
125393,19
266225,98
71681,69
261225,13
189810,32
73022,10
19597,10
9357,16
219588,13
253953,96
295581,16
42761,21
38460,46
23804,60
8178,16
209131,16
143070,16
227804,16
260098,133
195540,13
265031,16
130986,41
279679,10
112956,13
225606,79
208280,79
213257,96
287908,37
99813,13
100892,48
32662,19
262614,16
222147,19
134792,19
15846,77
197332,66
262230,46
14021,32
270447,21
182445,41
99678,23
177934,102
56696,16
159762,46
81743,16
257503,127
42184,23
289502,19
272976,19
241912,23
111602,17
181728,16
161918,16
20161,118
143235,29
14983,98
21226,19
245599,98
225902,104
228948,16
216681,13
273196,27
67756,29
240567,118
137280,10
288432,19
82147,129
36631,48
195845,120
288494,13
177828,19
106176,133
35771,16
102680,29
241261,10
90945,16
99668,25
291894,19
12094,96
103180,35
35584,19
263185,13
130096,16
215157,85
60624,41
36725,13
197718,30
130174,19
100850,48
112473,48
92802,13
185798,16
154922,19
187212,96
48740,16
281130,133
118058,100
199598,1
273473,21
29746,32
116865,19
233245,16
156217,133
295434,16
276462,19
289230,16
260851,79
97505,16
20584,56
243182,10
289810,133
121147,16
133356,129
109462,13
291978,16
202379,16
287976,19
47209,13
1971,43
215538,16
25312,46
197258,96
232203,16
7642,19
53785,16
54419,16
281002,19
83794,16
208822,41
147092,41
136280,18
97197,16
132378,16
50414,120
88196,19
249608,48
16683,13
52382,54
157412,129
89058,19
157958,41
133594,92
212087,19
269520,32
275797,129
242515,32
151480,16
79975,13
84109,27
158097,16
256736,19
96567,97
15387,56
138782,41
99902,43
108091,23
260926,46
118366,29
138897,129
228459,19
14667,13
25188,96
207530,48
242438,37
83394,129
80162,118
139895,29
120483,14
175109,133
211670,17
233153,133
246792,60
117743,16
180157,13
93365,13
163699,96
131012,1
34423,4
141340,46
151505,13
39457,16
32851,13
210345,32
216533,13
61196,32
165475,133
114001,60
24519,96
294817,23
29425,19
187607,10
213362,74
98578,129
188102,19
118130,77
241443,21
19727,19
121534,16
282520,16
190665,60
48729,19
287239,135
252304,13
102035,48
181889,19
110368,10
293487,84
287142,133
228905,13
169132,21
137565,90
171739,35
28073,16
263402,54
279063,32
22964,10
236619,46
27784,46
214363,21
120796,13
281794,16
119359,19
155983,16
132471,19
36594,79
227320,16
86093,16
106429,74
64077,46
162555,19
295882,1
1106,129
289308,133
147523,32
92525,48
266082,111
153349,17
72572,19
191213,16
136268,129
220202,133
64911,13
79315,32
290365,17
295964,96
267490,19
190964,19
17711,54
130889,43
76272,129
289134,16
253359,16
80372,96
101904,10
212110,10
295506,52
63849,16
842,19
